Date,Close,Daily_Return,Vol_21d,Vol_Regime,SMA_50,Signal_Trend,Position,Strategy_Return,Cost,Strategy_Net_Return,Equity_Benchmark,Equity_Strategy,DD_Benchmark,DD_Strategy
1993-05-06,44.43750000,-0.00350385,0.09489998,Unknown,44.71625000,0,0.00000000,-0.00000000,0.00000000,-0.00000000,1.00352858,1.00000000,-0.01250000,0.00000000
1993-05-07,44.34375000,-0.00210970,0.09447783,Unknown,44.71625000,0,0.00000000,-0.00000000,0.00000000,-0.00000000,1.00141143,1.00000000,-0.01458333,0.00000000
1993-05-10,44.43750000,0.00211416,0.09459600,Unknown,44.71687500,0,0.00000000,0.00000000,0.00000000,0.00000000,1.00352858,1.00000000,-0.01250000,0.00000000
1993-05-11,44.62500000,0.00421941,0.08154705,Unknown,44.72375000,0,0.00000000,0.00000000,0.00000000,0.00000000,1.00776288,1.00000000,-0.00833333,0.00000000
1993-05-12,44.56250000,-0.00140056,0.08116176,Unknown,44.71625000,0,0.00000000,-0.00000000,0.00000000,-0.00000000,1.00635145,1.00000000,-0.00972222,0.00000000
1993-05-13,44.03125000,-0.01192146,0.09037116,Unknown,44.69437500,0,0.00000000,-0.00000000,0.00000000,-0.00000000,0.99435427,1.00000000,-0.02152778,0.00000000
1993-05-14,44.00000000,-0.00070972,0.09031015,Unknown,44.67687500,0,0.00000000,-0.00000000,0.00000000,-0.00000000,0.99364855,1.00000000,-0.02222222,0.00000000
1993-05-17,44.15625000,0.00355114,0.09162787,Unknown,44.66500000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.99717713,1.00000000,-0.01875000,0.00000000
1993-05-18,44.12500000,-0.00070771,0.09081253,Unknown,44.63250000,0,0.00000000,-0.00000000,0.00000000,-0.00000000,0.99647142,1.00000000,-0.01944444,0.00000000
1993-05-19,45.03125000,0.02053824,0.11529030,Unknown,44.62125000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01693719,1.00000000,0.00000000,0.00000000
1993-05-20,45.15625000,0.00277585,0.11544123,Unknown,44.61062500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01976006,1.00000000,0.00000000,0.00000000
1993-05-21,44.75000000,-0.00899654,0.11072012,Unknown,44.59437500,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.01058574,1.00000000,-0.00899654,0.00000000
1993-05-24,44.93750000,0.00418994,0.10962123,Unknown,44.59125000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01482004,1.00000000,-0.00484429,0.00000000
1993-05-25,45.03125000,0.00208623,0.10444640,Normal,44.58562500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01693719,1.00000000,-0.00276817,0.00000000
1993-05-26,45.59375000,0.01249133,0.10643472,Normal,44.59125000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.02964008,1.00000000,0.00000000,0.00000000
1993-05-27,45.43750000,-0.00342700,0.10713563,Normal,44.59937500,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.02611150,1.00000000,-0.00342700,0.00000000
1993-05-28,45.21875000,-0.00481431,0.10908705,Normal,44.59750000,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.02117149,1.00000000,-0.00822481,0.00000000
1993-06-01,45.65625000,0.00967519,0.11283013,Normal,44.61000000,1,1.00000000,0.00967519,0.00100000,0.00867519,1.03105152,1.00867519,0.00000000,0.00000000
1993-06-02,45.59375000,-0.00136893,0.11201055,Normal,44.62625000,1,1.00000000,-0.00136893,0.00000000,-0.00136893,1.02964008,1.00729439,-0.00136893,-0.00136893
1993-06-03,45.43750000,-0.00342700,0.11291944,Normal,44.63750000,1,1.00000000,-0.00342700,0.00000000,-0.00342700,1.02611150,1.00384239,-0.00479124,-0.00479124
1993-06-04,45.28125000,-0.00343879,0.11376418,Normal,44.64562500,1,1.00000000,-0.00343879,0.00000000,-0.00343879,1.02258292,1.00039038,-0.00821355,-0.00821355
1993-06-07,45.12500000,-0.00345066,0.11373925,Normal,44.64500000,1,1.00000000,-0.00345066,0.00000000,-0.00345066,1.01905434,0.99693838,-0.01163587,-0.01163587
1993-06-08,44.71875000,-0.00900277,0.11834069,Normal,44.64125000,1,1.00000000,-0.00900277,0.00000000,-0.00900277,1.00988003,0.98796317,-0.02053388,-0.02053388
1993-06-09,44.87500000,0.00349406,0.11868455,Normal,44.63687500,1,1.00000000,0.00349406,0.00000000,0.00349406,1.01340861,0.99141518,-0.01711157,-0.01711157
1993-06-10,44.90625000,0.00069638,0.11791583,Normal,44.63062500,1,1.00000000,0.00069638,0.00000000,0.00069638,1.01411433,0.99210558,-0.01642710,-0.01642710
1993-06-11,45.09375000,0.00417537,0.11846821,Normal,44.62875000,1,1.00000000,0.00417537,0.00000000,0.00417537,1.01834862,0.99624798,-0.01232033,-0.01232033
1993-06-14,45.03125000,-0.00138600,0.10974843,Normal,44.62875000,1,1.00000000,-0.00138600,0.00000000,-0.00138600,1.01693719,0.99486718,-0.01368925,-0.01368925
1993-06-15,44.93750000,-0.00208189,0.11013462,Normal,44.64562500,1,1.00000000,-0.00208189,0.00000000,-0.00208189,1.01482004,0.99279598,-0.01574264,-0.01574264
1993-06-16,45.03125000,0.00208623,0.10982811,Normal,44.66000000,1,1.00000000,0.00208623,0.00000000,0.00208623,1.01693719,0.99486718,-0.01368925,-0.01368925
1993-06-17,45.18750000,0.00346981,0.10998333,Normal,44.68000000,1,1.00000000,0.00346981,0.00000000,0.00346981,1.02046577,0.99831918,-0.01026694,-0.01026694
1993-06-18,44.50000000,-0.01521438,0.09986474,Low,44.68312500,0,1.00000000,-0.01521438,0.00000000,-0.01521438,1.00494001,0.98313037,-0.02532512,-0.02532512
1993-06-21,44.59375000,0.00210674,0.09961087,Low,44.68937500,0,1.00000000,0.00210674,0.00000000,0.00210674,1.00705716,0.98520157,-0.02327173,-0.02327173
1993-06-22,44.62500000,0.00070077,0.09483412,Low,44.68375000,0,1.00000000,0.00070077,0.00000000,0.00070077,1.00776288,0.98589197,-0.02258727,-0.02258727
1993-06-23,44.21875000,-0.00910364,0.09834430,Low,44.66812500,0,1.00000000,-0.00910364,0.00000000,-0.00910364,0.99858857,0.97691677,-0.03148528,-0.03148528
1993-06-24,44.81250000,0.01342756,0.10966076,Normal,44.66562500,1,1.00000000,0.01342756,0.00000000,0.01342756,1.01199718,0.99003438,-0.01848049,-0.01848049
1993-06-25,44.78125000,-0.00069735,0.09945711,Low,44.66250000,1,1.00000000,-0.00069735,0.00000000,-0.00069735,1.01129146,0.98934397,-0.01916496,-0.01916496
1993-06-28,45.28125000,0.01116539,0.10721295,Normal,44.66937500,1,1.00000000,0.01116539,0.00000000,0.01116539,1.02258292,1.00039038,-0.00821355,-0.00821355
1993-06-29,45.06250000,-0.00483092,0.10722209,Normal,44.67562500,1,1.00000000,-0.00483092,0.00000000,-0.00483092,1.01764291,0.99555758,-0.01300479,-0.01300479
1993-06-30,45.06250000,0.00000000,0.10112392,Low,44.68625000,1,1.00000000,0.00000000,0.00000000,0.00000000,1.01764291,0.99555758,-0.01300479,-0.01300479
1993-07-01,44.93750000,-0.00277393,0.10137468,Low,44.69500000,1,1.00000000,-0.00277393,0.00000000,-0.00277393,1.01482004,0.99279598,-0.01574264,-0.01574264
1993-07-02,44.68750000,-0.00556328,0.10237173,Low,44.71000000,0,1.00000000,-0.00556328,0.00000000,-0.00556328,1.00917431,0.98727277,-0.02121834,-0.02121834
1993-07-06,44.21875000,-0.01048951,0.10747221,Normal,44.71937500,0,1.00000000,-0.01048951,0.00000000,-0.01048951,0.99858857,0.97691677,-0.03148528,-0.03148528
1993-07-07,44.34375000,0.00282686,0.10794720,Normal,44.73812500,0,1.00000000,0.00282686,0.00000000,0.00282686,1.00141143,0.97967837,-0.02874743,-0.02874743
1993-07-08,44.84375000,0.01127555,0.11135586,Normal,44.75750000,1,1.00000000,0.01127555,0.00000000,0.01127555,1.01270289,0.99072478,-0.01779603,-0.01779603
1993-07-09,44.96875000,0.00278746,0.11111564,Normal,44.78125000,1,1.00000000,0.00278746,0.00000000,0.00278746,1.01552576,0.99348638,-0.01505818,-0.01505818
1993-07-12,44.93750000,-0.00069493,0.11112966,Normal,44.80062500,1,1.00000000,-0.00069493,0.00000000,-0.00069493,1.01482004,0.99279598,-0.01574264,-0.01574264
1993-07-13,44.90625000,-0.00069541,0.11013141,Normal,44.81812500,1,1.00000000,-0.00069541,0.00000000,-0.00069541,1.01411433,0.99210558,-0.01642710,-0.01642710
1993-07-14,45.06250000,0.00347947,0.11074556,Normal,44.83312500,1,1.00000000,0.00347947,0.00000000,0.00347947,1.01764291,0.99555758,-0.01300479,-0.01300479
1993-07-15,44.87500000,-0.00416089,0.11148301,Normal,44.84125000,1,1.00000000,-0.00416089,0.00000000,-0.00416089,1.01340861,0.99141518,-0.01711157,-0.01711157
1993-07-16,44.75000000,-0.00278552,0.11158806,Normal,44.84437500,0,1.00000000,-0.00278552,0.00000000,-0.00278552,1.01058574,0.98865357,-0.01984942,-0.01984942
1993-07-19,44.71875000,-0.00069832,0.11075674,Normal,44.85000000,0,1.00000000,-0.00069832,0.00000000,-0.00069832,1.00988003,0.98796317,-0.02053388,-0.02053388
1993-07-20,44.84375000,0.00279525,0.09730910,Low,44.86000000,0,1.00000000,0.00279525,0.00000000,0.00279525,1.01270289,0.99072478,-0.01779603,-0.01779603
1993-07-21,44.81250000,-0.00069686,0.09716839,Low,44.86750000,0,1.00000000,-0.00069686,0.00000000,-0.00069686,1.01199718,0.99003438,-0.01848049,-0.01848049
1993-07-22,44.50000000,-0.00697350,0.10030661,Low,44.86500000,0,1.00000000,-0.00697350,0.00000000,-0.00697350,1.00494001,0.98313037,-0.02532512,-0.02532512
1993-07-23,44.71875000,0.00491573,0.09614680,Low,44.86812500,0,1.00000000,0.00491573,0.00000000,0.00491573,1.00988003,0.98796317,-0.02053388,-0.02053388
1993-07-26,44.96875000,0.00559050,0.08624727,Low,44.88687500,1,1.00000000,0.00559050,0.00000000,0.00559050,1.01552576,0.99348638,-0.01505818,-0.01505818
1993-07-27,44.93750000,-0.00069493,0.08624696,Low,44.90562500,1,1.00000000,-0.00069493,0.00000000,-0.00069493,1.01482004,0.99279598,-0.01574264,-0.01574264
1993-07-28,44.84375000,-0.00208623,0.07666358,Low,44.91937500,0,1.00000000,-0.00208623,0.00000000,-0.00208623,1.01270289,0.99072478,-0.01779603,-0.01779603
1993-07-29,45.09375000,0.00557491,0.07764135,Low,44.93875000,1,1.00000000,0.00557491,0.00000000,0.00557491,1.01834862,0.99624798,-0.01232033,-0.01232033
1993-07-30,44.84375000,-0.00554401,0.08002008,Low,44.93500000,0,1.00000000,-0.00554401,0.00000000,-0.00554401,1.01270289,0.99072478,-0.01779603,-0.01779603
1993-08-02,44.96875000,0.00278746,0.08010231,Low,44.93125000,1,0.00000000,0.00000000,0.00100000,-0.00100000,1.01552576,0.98973405,-0.01505818,-0.01877823
1993-08-03,45.00000000,0.00069493,0.07747169,Low,44.93625000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01623147,0.98973405,-0.01437372,-0.01877823
1993-08-04,45.00000000,0.00000000,0.06677379,Low,44.93750000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01623147,0.98973405,-0.01437372,-0.01877823
1993-08-05,44.90625000,-0.00208333,0.06710104,Low,44.93500000,0,0.00000000,-0.00000000,0.00000000,-0.00000000,1.01411433,0.98973405,-0.01642710,-0.01877823
1993-08-06,44.96875000,0.00139179,0.05493696,Low,44.92250000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01552576,0.98973405,-0.01505818,-0.01877823
1993-08-09,45.21875000,0.00555942,0.05740496,Low,44.91812500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.02117149,0.98973405,-0.00958248,-0.01877823
1993-08-10,45.18750000,-0.00069109,0.05740415,Low,44.91750000,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.02046577,0.98973405,-0.01026694,-0.01877823
1993-08-11,45.18750000,0.00000000,0.05730719,Low,44.90812500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.02046577,0.98973405,-0.01026694,-0.01877823
1993-08-12,45.06250000,-0.00276625,0.05702946,Low,44.89750000,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.01764291,0.98973405,-0.01300479,-0.01877823
1993-08-13,45.12500000,0.00138696,0.05512828,Low,44.89125000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.01905434,0.98973405,-0.01163587,-0.01877823
1993-08-16,45.37500000,0.00554017,0.05683127,Low,44.89312500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.02470007,0.98973405,-0.00616016,-0.01877823
1993-08-17,45.53125000,0.00344353,0.05738614,Low,44.90125000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.02822865,0.98973405,-0.00273785,-0.01877823
1993-08-18,45.78125000,0.00549073,0.05925823,Low,44.92250000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.03387438,0.98973405,0.00000000,-0.01877823
1993-08-19,45.78125000,0.00000000,0.05905675,Low,44.94062500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.03387438,0.98973405,0.00000000,-0.01877823
1993-08-20,45.81250000,0.00068259,0.05145680,Low,44.95875000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.03458010,0.98973405,0.00000000,-0.01877823
1993-08-23,45.71875000,-0.00204638,0.05109702,Low,44.97125000,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.03246295,0.98973405,-0.00204638,-0.01877823
1993-08-24,46.21875000,0.01093643,0.05970242,Low,44.99500000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.04375441,0.98973405,0.00000000,-0.01877823
1993-08-25,46.25000000,0.00067613,0.05930898,Low,45.02125000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.04446013,0.98973405,0.00000000,-0.01877823
1993-08-26,46.28125000,0.00067568,0.05803404,Low,45.04625000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.04516584,0.98973405,0.00000000,-0.01877823
1993-08-27,46.25000000,-0.00067522,0.05653742,Low,45.06750000,1,0.00000000,-0.00000000,0.00000000,-0.00000000,1.04446013,0.98973405,-0.00067522,-0.01877823
1993-08-30,46.43750000,0.00405405,0.05165059,Low,45.10625000,1,0.00000000,0.00000000,0.00000000,0.00000000,1.04869442,0.98973405,0.00000000,-0.01877823
1993-08-31,46.56250000,0.00269179,0.05162556,Low,45.14562500,1,0.00000000,0.00000000,0.00000000,0.00000000,1.05151729,0.98973405,0.00000000,-0.01877823
1993-09-01,46.50000000,-0.00134228,0.05258131,Low,45.18312500,1,1.00000000,-0.00134228,0.00100000,-0.00234228,1.05010586,0.98741582,-0.00134228,-0.02107653
1993-09-02,46.34375000,-0.00336022,0.05507312,Low,45.22562500,1,1.00000000,-0.00336022,0.00000000,-0.00336022,1.04657728,0.98409789,-0.00469799,-0.02436593
1993-09-03,46.37500000,0.00067431,0.05368140,Low,45.25687500,1,1.00000000,0.00067431,0.00000000,0.00067431,1.04728299,0.98476147,-0.00402685,-0.02370805
1993-09-07,46.06250000,-0.00673854,0.06086964,Low,45.28250000,1,1.00000000,-0.00673854,0.00000000,-0.00673854,1.04022583,0.97812561,-0.01073826,-0.03028683
1993-09-08,45.90625000,-0.00339213,0.06060076,Low,45.29500000,1,1.00000000,-0.00339213,0.00000000,-0.00339213,1.03669725,0.97480768,-0.01409396,-0.03357623
1993-09-09,46.00000000,0.00204221,0.06053523,Low,45.31375000,1,1.00000000,0.00204221,0.00000000,0.00204221,1.03881440,0.97679844,-0.01208054,-0.03160259
1993-09-10,46.40625000,0.00883152,0.06640770,Low,45.34062500,1,1.00000000,0.00883152,0.00000000,0.00883152,1.04798871,0.98542506,-0.00335570,-0.02305017
1993-09-13,46.43750000,0.00067340,0.06481929,Low,45.37062500,1,1.00000000,0.00067340,0.00000000,0.00067340,1.04869442,0.98608864,-0.00268456,-0.02239229
1993-09-14,46.25000000,-0.00403769,0.06754216,Low,45.40187500,1,1.00000000,-0.00403769,0.00000000,-0.00403769,1.04446013,0.98210713,-0.00671141,-0.02633956
1993-09-15,46.37500000,0.00270270,0.06593121,Low,45.44500000,1,1.00000000,0.00270270,0.00000000,0.00270270,1.04728299,0.98476147,-0.00402685,-0.02370805
1993-09-16,46.18750000,-0.00404313,0.06758216,Low,45.48187500,1,1.00000000,-0.00404313,0.00000000,-0.00404313,1.04304869,0.98077996,-0.00805369,-0.02765532
1993-09-17,45.81250000,-0.00811908,0.07171942,Low,45.50125000,1,1.00000000,-0.00811908,0.00000000,-0.00811908,1.03458010,0.97281693,-0.01610738,-0.03554986
1993-09-20,45.43750000,-0.00818554,0.07717782,Low,45.51062500,0,1.00000000,-0.00818554,0.00000000,-0.00818554,1.02611150,0.96485389,-0.02416107,-0.04344441
1993-09-21,45.28125000,-0.00343879,0.07780264,Normal,45.51750000,0,1.00000000,-0.00343879,0.00000000,-0.00343879,1.02258292,0.96153597,-0.02751678,-0.04673380
1993-09-22,45.65625000,0.00828157,0.08331983,Normal,45.53250000,1,1.00000000,0.00828157,0.00000000,0.00828157,1.03105152,0.96949900,-0.01946309,-0.03883926
1993-09-23,45.90625000,0.00547570,0.07607826,Low,45.54937500,1,1.00000000,0.00547570,0.00000000,0.00547570,1.03669725,0.97480768,-0.01409396,-0.03357623
1993-09-24,45.78125000,-0.00272294,0.07643232,Low,45.56750000,1,1.00000000,-0.00272294,0.00000000,-0.00272294,1.03387438,0.97215334,-0.01677852,-0.03620774
1993-09-27,46.28125000,0.01092150,0.08601422,Normal,45.59812500,1,1.00000000,0.01092150,0.00000000,0.01092150,1.04516584,0.98277071,-0.00604027,-0.02568168
1993-09-28,46.18750000,-0.00202566,0.08627737,Normal,45.62750000,1,1.00000000,-0.00202566,0.00000000,-0.00202566,1.04304869,0.98077996,-0.00805369,-0.02765532
1993-09-29,46.03125000,-0.00338295,0.08566374,Normal,45.65125000,1,1.00000000,-0.00338295,0.00000000,-0.00338295,1.03952011,0.97746203,-0.01140940,-0.03094471
1993-09-30,45.93750000,-0.00203666,0.08507428,Normal,45.67375000,1,1.00000000,-0.00203666,0.00000000,-0.00203666,1.03740296,0.97547127,-0.01342282,-0.03291835
1993-10-01,46.15625000,0.00476190,0.08703531,Normal,45.70687500,1,1.00000000,0.00476190,0.00000000,0.00476190,1.04234298,0.98011637,-0.00872483,-0.02831320
1993-10-04,46.21875000,0.00135410,0.08650385,Normal,45.73687500,1,1.00000000,0.00135410,0.00000000,0.00135410,1.04375441,0.98144354,-0.00738255,-0.02699744
1993-10-05,46.15625000,-0.00135227,0.08655586,Normal,45.76062500,1,1.00000000,-0.00135227,0.00000000,-0.00135227,1.04234298,0.98011637,-0.00872483,-0.02831320
1993-10-06,46.12500000,-0.00067705,0.08328107,Normal,45.78437500,1,1.00000000,-0.00067705,0.00000000,-0.00067705,1.04163726,0.97945278,-0.00939597,-0.02897108
1993-10-07,46.00000000,-0.00271003,0.08295587,Normal,45.80750000,1,1.00000000,-0.00271003,0.00000000,-0.00271003,1.03881440,0.97679844,-0.01208054,-0.03160259
1993-10-08,46.06250000,0.00135870,0.08278892,Normal,45.82687500,1,1.00000000,0.00135870,0.00000000,0.00135870,1.04022583,0.97812561,-0.01073826,-0.03028683
1993-10-11,46.15625000,0.00203528,0.07687019,Low,45.85312500,1,1.00000000,0.00203528,0.00000000,0.00203528,1.04234298,0.98011637,-0.00872483,-0.02831320
1993-10-12,46.21875000,0.00135410,0.07700882,Low,45.87812500,1,1.00000000,0.00135410,0.00000000,0.00135410,1.04375441,0.98144354,-0.00738255,-0.02699744
1993-10-13,46.21875000,0.00000000,0.07574230,Low,45.90250000,1,1.00000000,0.00000000,0.00000000,0.00000000,1.04375441,0.98144354,-0.00738255,-0.02699744
1993-10-14,46.81250000,0.01284652,0.08756709,Normal,45.93875000,1,1.00000000,0.01284652,0.00000000,0.01284652,1.05716302,0.99405167,0.00000000,-0.01449775
1993-10-15,47.06250000,0.00534045,0.08751789,Normal,45.98187500,1,1.00000000,0.00534045,0.00000000,0.00534045,1.06280875,0.99936036,0.00000000,-0.00923472
1993-10-18,46.93750000,-0.00265604,0.08230858,Normal,46.02125000,1,1.00000000,-0.00265604,0.00000000,-0.00265604,1.05998589,0.99670602,-0.00265604,-0.01186623
1993-10-19,46.59375000,-0.00732357,0.08111984,Normal,46.04875000,1,1.00000000,-0.00732357,0.00000000,-0.00732357,1.05222301,0.98940657,-0.00996016,-0.01910290
1993-10-20,46.65625000,0.00134138,0.07933896,Normal,46.07812500,1,1.00000000,0.00134138,0.00000000,0.00134138,1.05363444,0.99073374,-0.00863214,-0.01778714
1993-10-21,46.59375000,-0.00133958,0.07580279,Low,46.10625000,1,1.00000000,-0.00133958,0.00000000,-0.00133958,1.05222301,0.98940657,-0.00996016,-0.01910290
1993-10-22,46.37500000,-0.00469484,0.07638648,Low,46.13250000,1,1.00000000,-0.00469484,0.00000000,-0.00469484,1.04728299,0.98476147,-0.01460823,-0.02370805
1993-10-25,46.50000000,0.00269542,0.07581444,Low,46.16000000,1,1.00000000,0.00269542,0.00000000,0.00269542,1.05010586,0.98741582,-0.01195219,-0.02107653
1993-10-26,46.46875000,-0.00067204,0.06625646,Low,46.18187500,1,1.00000000,-0.00067204,0.00000000,-0.00067204,1.04940014,0.98675223,-0.01261620,-0.02173441
1993-10-27,46.50000000,0.00067249,0.06577152,Low,46.20125000,1,1.00000000,0.00067249,0.00000000,0.00067249,1.05010586,0.98741582,-0.01195219,-0.02107653
1993-10-28,46.84375000,0.00739247,0.06863805,Low,46.22250000,1,1.00000000,0.00739247,0.00000000,0.00739247,1.05786874,0.99471526,-0.00464807,-0.01383987
1993-10-29,46.84375000,0.00000000,0.06792049,Low,46.24375000,1,1.00000000,0.00000000,0.00000000,0.00000000,1.05786874,0.99471526,-0.00464807,-0.01383987
1993-11-01,46.96875000,0.00266845,0.06681412,Low,46.26687500,1,1.00000000,0.00266845,0.00000000,0.00266845,1.06069160,0.99736960,-0.00199203,-0.01120835
1993-11-02,46.93750000,-0.00066534,0.06698423,Low,46.29125000,1,1.00000000,-0.00066534,0.00000000,-0.00066534,1.05998589,0.99670602,-0.00265604,-0.01186623
1993-11-03,46.34375000,-0.01264980,0.08133371,Normal,46.29375000,1,1.00000000,-0.01264980,0.00000000,-0.01264980,1.04657728,0.98409789,-0.01527224,-0.02436593
1993-11-04,45.84375000,-0.01078894,0.08981696,Normal,46.28562500,0,1.00000000,-0.01078894,0.00000000,-0.01078894,1.03528582,0.97348051,-0.02589641,-0.03489198
1993-11-05,46.06250000,0.00477164,0.09099381,Normal,46.28125000,0,1.00000000,0.00477164,0.00000000,0.00477164,1.04022583,0.97812561,-0.02124834,-0.03028683
1993-11-08,46.12500000,0.00135685,0.09099349,Normal,46.27875000,0,1.00000000,0.00135685,0.00000000,0.00135685,1.04163726,0.97945278,-0.01992032,-0.02897108
1993-11-09,46.15625000,0.00067751,0.09074714,Normal,46.27312500,0,1.00000000,0.00067751,0.00000000,0.00067751,1.04234298,0.98011637,-0.01925631,-0.02831320
1993-11-10,46.50000000,0.00744753,0.09426632,Normal,46.27187500,1,1.00000000,0.00744753,0.00000000,0.00744753,1.05010586,0.98741582,-0.01195219,-0.02107653
1993-11-11,46.37500000,-0.00268817,0.09483441,Normal,46.26937500,1,1.00000000,-0.00268817,0.00000000,-0.00268817,1.04728299,0.98476147,-0.01460823,-0.02370805
1993-11-12,46.59375000,0.00471698,0.08480127,Normal,46.27437500,1,1.00000000,0.00471698,0.00000000,0.00471698,1.05222301,0.98940657,-0.00996016,-0.01910290
1993-11-15,46.56250000,-0.00067069,0.08236605,Normal,46.27812500,1,1.00000000,-0.00067069,0.00000000,-0.00067069,1.05151729,0.98874299,-0.01062417,-0.01976077
1993-11-16,46.78125000,0.00469799,0.08386166,Normal,46.29250000,1,1.00000000,0.00469799,0.00000000,0.00469799,1.05645730,0.99338809,-0.00597610,-0.01515562
1993-11-17,46.53125000,-0.00534402,0.08198611,Normal,46.30500000,1,1.00000000,-0.00534402,0.00000000,-0.00534402,1.05081157,0.98807940,-0.01128818,-0.02041865
1993-11-18,46.40625000,-0.00268637,0.08231070,Normal,46.31312500,1,1.00000000,-0.00268637,0.00000000,-0.00268637,1.04798871,0.98542506,-0.01394422,-0.02305017
