Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
1993-04-27,43.34375,43.875,43.34375,43.875,24.321231842041016,156800,0.0,0.0,0.0
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.2692813873291,85900,0.0,0.0,0.0
1993-04-29,43.875,43.96875,43.625,43.96875,24.373199462890625,85000,0.0,0.0,0.0
1993-04-30,44.125,44.28125,44.03125,44.03125,24.407869338989258,88500,0.0,0.0,0.0
1993-05-03,44.09375,44.3125,43.90625,44.3125,24.563758850097656,80500,0.0,0.0,0.0
1993-05-04,44.40625,44.625,44.34375,44.46875,24.65038299560547,149100,0.0,0.0,0.0
1993-05-05,44.46875,44.75,44.46875,44.59375,24.719667434692383,109000,0.0,0.0,0.0
1993-05-06,44.53125,44.5625,44.40625,44.4375,24.633045196533203,54700,0.0,0.0,0.0
1993-05-07,44.46875,44.46875,44.28125,44.34375,24.581087112426758,68000,0.0,0.0,0.0
1993-05-10,44.40625,44.6875,44.40625,44.4375,24.633045196533203,113900,0.0,0.0,0.0
1993-05-11,44.4375,44.625,44.3125,44.625,24.737024307250977,42600,0.0,0.0,0.0
1993-05-12,44.4375,44.59375,44.4375,44.5625,24.702350616455078,31000,0.0,0.0,0.0
1993-05-13,44.375,44.375,44.0,44.03125,24.407869338989258,129100,0.0,0.0,0.0
1993-05-14,44.03125,44.15625,43.96875,44.0,24.390539169311523,63500,0.0,0.0,0.0
1993-05-17,44.125,44.15625,43.9375,44.15625,24.477157592773438,34000,0.0,0.0,0.0
1993-05-18,44.1875,44.21875,43.96875,44.125,24.4598388671875,105200,0.0,0.0,0.0
1993-05-19,44.125,45.03125,43.84375,45.03125,24.962190628051758,50200,0.0,0.0,0.0
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.031484603881836,98200,0.0,0.0,0.0
1993-05-21,45.1875,45.25,44.71875,44.75,24.806291580200195,221400,0.0,0.0,0.0
1993-05-24,44.84375,45.09375,44.84375,44.9375,24.91021728515625,30500,0.0,0.0,0.0
1993-05-25,45.125,45.125,45.03125,45.03125,24.962190628051758,191800,0.0,0.0,0.0
1993-05-26,45.15625,45.625,45.125,45.59375,25.27401351928711,102400,0.0,0.0,0.0
1993-05-27,45.65625,45.65625,45.375,45.4375,25.187395095825195,53800,0.0,0.0,0.0
1993-05-28,45.40625,45.40625,45.0,45.21875,25.066131591796875,79100,0.0,0.0,0.0
1993-06-01,45.375,45.8125,45.3125,45.65625,25.30865478515625,28300,0.0,0.0,0.0
1993-06-02,45.53125,45.75,45.34375,45.59375,25.27401351928711,20300,0.0,0.0,0.0
1993-06-03,45.5,45.5,45.34375,45.4375,25.187395095825195,21600,0.0,0.0,0.0
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.100765228271484,32000,0.0,0.0,0.0
1993-06-07,45.375,45.375,45.125,45.125,25.014158248901367,121400,0.0,0.0,0.0
1993-06-08,45.0,45.0,44.71875,44.71875,24.788972854614258,104500,0.0,0.0,0.0
1993-06-09,44.875,45.0625,44.8125,44.875,24.875587463378906,43300,0.0,0.0,0.0
1993-06-10,44.84375,44.9375,44.75,44.90625,24.892915725708008,17900,0.0,0.0,0.0
1993-06-11,45.0625,45.15625,44.90625,45.09375,24.996835708618164,647400,0.0,0.0,0.0
1993-06-14,45.15625,45.1875,45.03125,45.03125,24.962190628051758,64200,0.0,0.0,0.0
1993-06-15,45.09375,45.125,44.9375,44.9375,24.91021728515625,142400,0.0,0.0,0.0
1993-06-16,44.9375,45.03125,44.8125,45.03125,24.962190628051758,330900,0.0,0.0,0.0
1993-06-17,45.125,45.1875,45.03125,45.1875,25.048809051513672,37400,0.0,0.0,0.0
1993-06-18,44.84375,44.84375,44.5,44.5,24.8425235748291,58500,0.318,0.0,0.0
1993-06-21,44.625,44.625,44.53125,44.59375,24.894866943359375,29300,0.0,0.0,0.0
1993-06-22,44.65625,44.65625,44.5625,44.625,24.912330627441406,137500,0.0,0.0,0.0
1993-06-23,44.625,44.625,44.21875,44.21875,24.68552017211914,227600,0.0,0.0,0.0
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.016986846923828,243700,0.0,0.0,0.0
1993-06-25,44.78125,44.90625,44.75,44.78125,24.99953842163086,44800,0.0,0.0,0.0
1993-06-28,45.0,45.28125,44.9375,45.28125,25.27865982055664,439900,0.0,0.0,0.0
1993-06-29,45.21875,45.21875,45.0,45.0625,25.156564712524414,207500,0.0,0.0,0.0
1993-06-30,45.125,45.21875,45.0,45.0625,25.156564712524414,437600,0.0,0.0,0.0
1993-07-01,45.125,45.125,44.875,44.9375,25.086761474609375,605700,0.0,0.0,0.0
1993-07-02,44.78125,44.8125,44.53125,44.6875,24.947216033935547,285400,0.0,0.0,0.0
1993-07-06,44.625,44.75,44.15625,44.21875,24.68552017211914,246400,0.0,0.0,0.0
1993-07-07,44.1875,44.40625,44.1875,44.34375,24.755306243896484,343700,0.0,0.0,0.0
1993-07-08,44.375,44.9375,44.3125,44.84375,25.034421920776367,248200,0.0,0.0,0.0
1993-07-09,44.84375,44.96875,44.75,44.96875,25.104225158691406,378200,0.0,0.0,0.0
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.086761474609375,373700,0.0,0.0,0.0
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.06932830810547,389600,0.0,0.0,0.0
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.156564712524414,617300,0.0,0.0,0.0
1993-07-15,45.03125,45.03125,44.78125,44.875,25.0518798828125,443800,0.0,0.0,0.0
1993-07-16,44.90625,44.9375,44.6875,44.75,24.98208999633789,216400,0.0,0.0,0.0
1993-07-19,44.75,44.75,44.59375,44.71875,24.964651107788086,188200,0.0,0.0,0.0
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.034421920776367,68500,0.0,0.0,0.0
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.016986846923828,142700,0.0,0.0,0.0
1993-07-22,44.75,44.8125,44.5,44.5,24.8425235748291,632400,0.0,0.0,0.0
1993-07-23,44.59375,44.71875,44.5625,44.71875,24.964651107788086,286200,0.0,0.0,0.0
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.104225158691406,121300,0.0,0.0,0.0
1993-07-27,45.0,45.03125,44.78125,44.9375,25.086761474609375,92800,0.0,0.0,0.0
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.034421920776367,30800,0.0,0.0,0.0
1993-07-29,44.9375,45.21875,44.875,45.09375,25.173992156982422,331000,0.0,0.0,0.0
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.034421920776367,75300,0.0,0.0,0.0
1993-08-02,44.90625,45.125,44.90625,44.96875,25.104225158691406,41300,0.0,0.0,0.0
1993-08-03,45.0625,45.1875,44.84375,45.0,25.121654510498047,81600,0.0,0.0,0.0
1993-08-04,45.0,45.09375,44.875,45.0,25.121654510498047,434000,0.0,0.0,0.0
1993-08-05,45.0,45.0,44.84375,44.90625,25.06932830810547,36800,0.0,0.0,0.0
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.104225158691406,402300,0.0,0.0,0.0
1993-08-09,45.09375,45.34375,45.0,45.21875,25.243783950805664,828200,0.0,0.0,0.0
1993-08-10,45.1875,45.21875,45.125,45.1875,25.226327896118164,604900,0.0,0.0,0.0
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.226327896118164,542200,0.0,0.0,0.0
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.156564712524414,303700,0.0,0.0,0.0
1993-08-13,45.09375,45.15625,45.09375,45.125,25.19143295288086,103500,0.0,0.0,0.0
1993-08-16,45.15625,45.5,45.15625,45.375,25.33100128173828,241800,0.0,0.0,0.0
1993-08-17,45.34375,45.53125,45.34375,45.53125,25.418235778808594,369300,0.0,0.0,0.0
1993-08-18,45.6875,45.875,45.65625,45.78125,25.55780601501465,414300,0.0,0.0,0.0
1993-08-19,45.8125,45.8125,45.71875,45.78125,25.55780601501465,28500,0.0,0.0,0.0
1993-08-20,45.6875,45.8125,45.65625,45.8125,25.575252532958984,80700,0.0,0.0,0.0
1993-08-23,45.625,45.75,45.625,45.71875,25.522903442382812,15600,0.0,0.0,0.0
1993-08-24,45.71875,46.21875,45.71875,46.21875,25.80204200744629,273400,0.0,0.0,0.0
1993-08-25,46.21875,46.4375,46.15625,46.25,25.819482803344727,242300,0.0,0.0,0.0
1993-08-26,46.28125,46.53125,46.09375,46.28125,25.836915969848633,120000,0.0,0.0,0.0
1993-08-27,46.15625,46.25,46.15625,46.25,25.819482803344727,25700,0.0,0.0,0.0
1993-08-30,46.28125,46.5,46.28125,46.4375,25.924158096313477,183500,0.0,0.0,0.0
1993-08-31,46.40625,46.5625,46.34375,46.5625,25.993947982788086,66500,0.0,0.0,0.0
1993-09-01,46.40625,46.59375,46.40625,46.5,25.959043502807617,136500,0.0,0.0,0.0
1993-09-02,46.53125,46.59375,46.3125,46.34375,25.871816635131836,472400,0.0,0.0,0.0
1993-09-03,46.3125,46.4375,46.25,46.375,25.889270782470703,630500,0.0,0.0,0.0
1993-09-07,46.375,46.4375,46.0,46.0625,25.714813232421875,196400,0.0,0.0,0.0
1993-09-08,46.0625,46.0625,45.59375,45.90625,25.627582550048828,269900,0.0,0.0,0.0
1993-09-09,45.71875,46.03125,45.71875,46.0,25.679903030395508,239200,0.0,0.0,0.0
1993-09-10,46.125,46.4375,46.0625,46.40625,25.906707763671875,106500,0.0,0.0,0.0
1993-09-13,46.5625,46.5625,46.4375,46.4375,25.924158096313477,66900,0.0,0.0,0.0
1993-09-14,46.3125,46.3125,46.09375,46.25,25.819482803344727,184500,0.0,0.0,0.0
1993-09-15,46.0625,46.40625,45.90625,46.375,25.889270782470703,101000,0.0,0.0,0.0
1993-09-16,46.3125,46.34375,46.15625,46.1875,25.784591674804688,54300,0.0,0.0,0.0
1993-09-17,45.875,45.90625,45.75,45.8125,25.734594345092773,200900,0.286,0.0,0.0
1993-09-20,45.875,45.96875,45.4375,45.4375,25.523950576782227,57800,0.0,0.0,0.0
1993-09-21,45.5,45.5625,44.8125,45.28125,25.436189651489258,318200,0.0,0.0,0.0
1993-09-22,45.4375,45.71875,45.375,45.65625,25.64682388305664,439700,0.0,0.0,0.0
1993-09-23,45.78125,45.9375,45.71875,45.90625,25.78726577758789,88500,0.0,0.0,0.0
1993-09-24,45.84375,45.875,45.71875,45.78125,25.717041015625,53500,0.0,0.0,0.0
1993-09-27,46.125,46.28125,46.125,46.28125,25.997905731201172,274600,0.0,0.0,0.0
1993-09-28,46.3125,46.3125,46.15625,46.1875,25.94524574279785,158300,0.0,0.0,0.0
1993-09-29,46.1875,46.3125,45.96875,46.03125,25.857473373413086,221000,0.0,0.0,0.0
1993-09-30,46.03125,46.125,45.84375,45.9375,25.80481719970703,99300,0.0,0.0,0.0
1993-10-01,45.875,46.21875,45.8125,46.15625,25.927688598632812,22700,0.0,0.0,0.0
1993-10-04,46.21875,46.21875,46.09375,46.21875,25.962799072265625,1038500,0.0,0.0,0.0
1993-10-05,46.3125,46.3125,46.0,46.15625,25.927688598632812,436500,0.0,0.0,0.0
1993-10-06,46.1875,46.375,46.125,46.125,25.91014862060547,209200,0.0,0.0,0.0
1993-10-07,46.1875,46.1875,45.96875,46.0,25.839921951293945,59400,0.0,0.0,0.0
1993-10-08,46.125,46.15625,45.71875,46.0625,25.875036239624023,54400,0.0,0.0,0.0
1993-10-11,46.15625,46.25,46.15625,46.15625,25.927688598632812,467100,0.0,0.0,0.0
1993-10-12,46.21875,46.25,46.1875,46.21875,25.962799072265625,26200,0.0,0.0,0.0
1993-10-13,46.25,46.25,46.15625,46.21875,25.962799072265625,139100,0.0,0.0,0.0
1993-10-14,46.40625,46.8125,46.28125,46.8125,26.29633903503418,108100,0.0,0.0,0.0
1993-10-15,47.03125,47.15625,46.90625,47.0625,26.43678092956543,1502500,0.0,0.0,0.0
1993-10-18,47.03125,47.03125,46.875,46.9375,26.366559982299805,722400,0.0,0.0,0.0
1993-10-19,46.875,46.96875,46.59375,46.59375,26.173444747924805,880100,0.0,0.0,0.0
1993-10-20,46.75,46.75,46.5625,46.65625,26.20857048034668,230400,0.0,0.0,0.0
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.173444747924805,56200,0.0,0.0,0.0
1993-10-22,46.65625,46.84375,46.375,46.375,26.05057716369629,390700,0.0,0.0,0.0
1993-10-25,46.40625,46.5625,46.28125,46.5,26.12078857421875,114500,0.0,0.0,0.0
1993-10-26,46.46875,46.5,46.3125,46.46875,26.103248596191406,186200,0.0,0.0,0.0
1993-10-27,46.40625,46.53125,46.40625,46.5,26.12078857421875,118400,0.0,0.0,0.0
1993-10-28,46.5625,46.96875,46.5625,46.84375,26.313880920410156,129600,0.0,0.0,0.0
1993-10-29,46.8125,46.875,46.78125,46.84375,26.313880920410156,80700,0.0,0.0,0.0
1993-11-01,46.78125,47.0,46.78125,46.96875,26.38410758972168,36400,0.0,0.0,0.0
1993-11-02,46.90625,47.0,46.65625,46.9375,26.366559982299805,262100,0.0,0.0,0.0
1993-11-03,46.90625,46.90625,46.125,46.34375,26.03302764892578,479100,0.0,0.0,0.0
1993-11-04,46.34375,46.34375,45.8125,45.84375,25.752153396606445,130400,0.0,0.0,0.0
1993-11-05,45.71875,46.0625,45.53125,46.0625,25.875036239624023,363200,0.0,0.0,0.0
1993-11-08,46.09375,46.25,45.96875,46.125,25.91014862060547,367600,0.0,0.0,0.0
1993-11-09,46.4375,46.46875,46.125,46.15625,25.927688598632812,246900,0.0,0.0,0.0
1993-11-10,46.15625,46.5,46.03125,46.5,26.12078857421875,46500,0.0,0.0,0.0
1993-11-11,46.5,46.625,46.34375,46.375,26.05057716369629,88900,0.0,0.0,0.0
1993-11-12,46.46875,46.75,46.4375,46.59375,26.173444747924805,108200,0.0,0.0,0.0
1993-11-15,46.6875,46.6875,46.4375,46.5625,26.155900955200195,243300,0.0,0.0,0.0
1993-11-16,46.65625,46.8125,46.46875,46.78125,26.278776168823242,492600,0.0,0.0,0.0
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.138347625732422,39600,0.0,0.0,0.0
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.068124771118164,240800,0.0,0.0,0.0
1993-11-19,46.25,46.375,46.21875,46.3125,26.01547622680664,106000,0.0,0.0,0.0
1993-11-22,46.1875,46.21875,45.875,46.03125,25.857473373413086,165300,0.0,0.0,0.0
1993-11-23,46.28125,46.3125,46.03125,46.28125,25.997905731201172,89700,0.0,0.0,0.0
1993-11-24,46.40625,46.5,46.34375,46.46875,26.103248596191406,77200,0.0,0.0,0.0
1993-11-26,46.59375,46.59375,46.46875,46.5,26.12078857421875,1019800,0.0,0.0,0.0
1993-11-29,46.625,46.71875,46.3125,46.3125,26.01547622680664,517500,0.0,0.0,0.0
1993-11-30,46.28125,46.5625,46.25,46.34375,26.03302764892578,230000,0.0,0.0,0.0
1993-12-01,46.59375,46.625,46.40625,46.40625,26.068124771118164,379200,0.0,0.0,0.0
1993-12-02,46.5,46.5625,46.40625,46.53125,26.138347625732422,352000,0.0,0.0,0.0
1993-12-03,46.5,46.71875,46.5,46.71875,26.243656158447266,306000,0.0,0.0,0.0
1993-12-06,46.78125,46.9375,46.78125,46.875,26.331438064575195,99500,0.0,0.0,0.0
1993-12-07,46.875,46.90625,46.78125,46.84375,26.313880920410156,88800,0.0,0.0,0.0
1993-12-08,46.84375,46.84375,46.78125,46.84375,26.313880920410156,146700,0.0,0.0,0.0
1993-12-09,46.84375,46.90625,46.625,46.6875,26.226106643676758,416500,0.0,0.0,0.0
1993-12-10,46.71875,46.71875,46.5,46.59375,26.173444747924805,412900,0.0,0.0,0.0
1993-12-13,46.59375,46.875,46.53125,46.875,26.331438064575195,273200,0.0,0.0,0.0
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.138347625732422,41900,0.0,0.0,0.0
1993-12-15,46.59375,46.625,46.46875,46.46875,26.103248596191406,82600,0.0,0.0,0.0
1993-12-16,46.65625,46.65625,46.5625,46.625,26.191011428833008,78200,0.0,0.0,0.0
1993-12-17,46.40625,46.59375,46.375,46.5625,26.33495330810547,104700,0.317,0.0,0.0
1993-12-20,46.53125,46.65625,46.5,46.625,26.370302200317383,68800,0.0,0.0,0.0
1993-12-21,46.5625,46.5625,46.40625,46.46875,26.281930923461914,205700,0.0,0.0,0.0
1993-12-22,46.59375,46.8125,46.5,46.78125,26.458663940429688,410300,0.0,0.0,0.0
1993-12-23,46.75,46.84375,46.6875,46.75,26.440988540649414,533800,0.0,0.0,0.0
1993-12-27,46.75,47.0,46.75,47.0,26.582395553588867,447100,0.0,0.0,0.0
1993-12-28,46.96875,47.125,46.9375,47.09375,26.63540267944336,880600,0.0,0.0,0.0
1993-12-29,47.125,47.15625,47.0,47.03125,26.60007667541504,266700,0.0,0.0,0.0
1993-12-30,47.0,47.0,46.75,46.84375,26.4940128326416,219900,0.0,0.0,0.0
1993-12-31,46.9375,47.0,46.5625,46.59375,26.35262680053711,312900,0.0,0.0,0.0
1994-01-03,46.59375,46.65625,46.40625,46.46875,26.281930923461914,960900,0.0,0.0,0.0
1994-01-04,46.53125,46.65625,46.46875,46.65625,26.387985229492188,164300,0.0,0.0,0.0
1994-01-05,46.71875,46.78125,46.53125,46.75,26.440988540649414,710900,0.0,0.0,0.0
1994-01-06,46.8125,46.84375,46.6875,46.75,26.440988540649414,201000,0.0,0.0,0.0
1994-01-07,46.84375,47.0625,46.71875,47.03125,26.60007667541504,775500,0.0,0.0,0.0
1994-01-10,47.09375,47.59375,46.96875,47.59375,26.918209075927734,593700,0.0,0.0,0.0
1994-01-11,47.5625,47.5625,47.34375,47.5,26.86518669128418,295200,0.0,0.0,0.0
1994-01-12,47.53125,47.53125,47.1875,47.34375,26.776813507080078,158400,0.0,0.0,0.0
1994-01-13,47.21875,47.3125,47.15625,47.21875,26.70611000061035,244300,0.0,0.0,0.0
1994-01-14,47.375,47.5,47.375,47.40625,26.81215476989746,137200,0.0,0.0,0.0
1994-01-17,47.40625,47.46875,47.3125,47.40625,26.81215476989746,17700,0.0,0.0,0.0
1994-01-18,47.46875,47.53125,47.375,47.46875,26.847522735595703,166400,0.0,0.0,0.0
1994-01-19,47.40625,47.46875,47.25,47.34375,26.776813507080078,200800,0.0,0.0,0.0
1994-01-20,47.40625,47.5,47.375,47.46875,26.847522735595703,281100,0.0,0.0,0.0
1994-01-21,47.53125,47.53125,47.34375,47.375,26.794492721557617,85600,0.0,0.0,0.0
1994-01-24,47.34375,47.5625,47.1875,47.1875,26.688438415527344,373800,0.0,0.0,0.0
1994-01-25,47.21875,47.25,47.09375,47.1875,26.688438415527344,310400,0.0,0.0,0.0
1994-01-26,47.1875,47.34375,47.125,47.3125,26.759130477905273,145100,0.0,0.0,0.0
1994-01-27,47.40625,47.8125,47.34375,47.75,27.006574630737305,344500,0.0,0.0,0.0
1994-01-28,47.9375,48.03125,47.875,47.875,27.077285766601562,356500,0.0,0.0,0.0
1994-01-31,48.0625,48.3125,48.0,48.21875,27.271703720092773,313800,0.0,0.0,0.0
1994-02-01,48.15625,48.15625,47.90625,47.96875,27.130294799804688,303600,0.0,0.0,0.0
1994-02-02,48.125,48.28125,48.09375,48.28125,27.30705451965332,307600,0.0,0.0,0.0
1994-02-03,48.1875,48.1875,47.90625,48.0625,27.183319091796875,466100,0.0,0.0,0.0
1994-02-04,48.0625,48.125,46.96875,46.96875,26.56471824645996,1403200,0.0,0.0,0.0
1994-02-07,46.84375,47.3125,46.84375,47.1875,26.688438415527344,516400,0.0,0.0,0.0
1994-02-08,47.28125,47.28125,47.03125,47.21875,26.70611000061035,188200,0.0,0.0,0.0
1994-02-09,47.25,47.4375,47.1875,47.40625,26.81215476989746,144600,0.0,0.0,0.0
1994-02-10,47.375,47.40625,47.0,47.0,26.582395553588867,883900,0.0,0.0,0.0
1994-02-11,47.03125,47.28125,46.8125,47.15625,26.670772552490234,519400,0.0,0.0,0.0
1994-02-14,47.0625,47.375,47.0,47.21875,26.70611000061035,2742100,0.0,0.0,0.0
1994-02-15,47.3125,47.5,47.25,47.46875,26.847522735595703,374700,0.0,0.0,0.0
1994-02-16,47.53125,47.53125,47.34375,47.4375,26.8298397064209,287600,0.0,0.0,0.0
1994-02-17,47.65625,47.6875,47.03125,47.15625,26.670772552490234,342400,0.0,0.0,0.0
1994-02-18,47.1875,47.21875,46.75,46.875,26.511688232421875,313300,0.0,0.0,0.0
1994-02-22,47.0,47.34375,47.0,47.34375,26.776813507080078,154500,0.0,0.0,0.0
1994-02-23,47.40625,47.4375,47.0625,47.21875,26.70611000061035,391700,0.0,0.0,0.0
1994-02-24,47.0625,47.0625,46.5625,46.59375,26.35262680053711,770800,0.0,0.0,0.0
1994-02-25,46.65625,46.8125,46.5625,46.8125,26.476350784301758,531300,0.0,0.0,0.0
1994-02-28,46.9375,47.0625,46.8125,46.8125,26.476350784301758,333000,0.0,0.0,0.0
1994-03-01,46.8125,46.90625,46.375,46.625,26.370302200317383,423600,0.0,0.0,0.0
1994-03-02,46.03125,46.6875,45.90625,46.6875,26.4056396484375,581500,0.0,0.0,0.0
1994-03-03,46.625,46.625,46.4375,46.5625,26.33495330810547,223200,0.0,0.0,0.0
1994-03-04,46.5625,46.8125,46.40625,46.6875,26.4056396484375,595800,0.0,0.0,0.0
1994-03-07,46.84375,47.0,46.84375,46.9375,26.54705047607422,539800,0.0,0.0,0.0
1994-03-08,46.96875,46.96875,46.6875,46.75,26.440988540649414,880300,0.0,0.0,0.0
1994-03-09,46.8125,47.0,46.59375,46.96875,26.56471824645996,2500100,0.0,0.0,0.0
1994-03-10,46.9375,46.9375,46.4375,46.59375,26.35262680053711,207400,0.0,0.0,0.0
1994-03-11,46.65625,46.90625,46.40625,46.84375,26.4940128326416,576600,0.0,0.0,0.0
